OTU	Kingdom	Phylum	Class	Order	Family	Genus	Specie
OTU_9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_58	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]		
OTU_228	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_289	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_25	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter	
OTU_116	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_126	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_211	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_177	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_63	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii
OTU_27	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]	gnavus
OTU_153	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_165	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_110	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
OTU_48	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_152	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_187	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae		
OTU_209	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_12	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_74	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_39	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	
OTU_224	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_82	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
OTU_98	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_185	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]	
OTU_284	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_37	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_200	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_243	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_133	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	
OTU_129	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
OTU_169	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_201	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_168	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae		
OTU_80	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_90	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
OTU_238	Bacteria	Firmicutes					
OTU_254	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	
OTU_15	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_145	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_180	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_72	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_92	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_44	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
OTU_222	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_45	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_141	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
OTU_166	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_219	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae
OTU_164	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_285	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae		
OTU_148	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_107	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_20	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_286	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_23	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_258	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_255	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania	
OTU_178	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_170	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_140	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_34	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_175	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_210	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_208	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
OTU_138	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
OTU_42	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_10	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_106	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae		
OTU_266	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_214	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_194	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_78	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium	
OTU_287	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_83	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	
OTU_3	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	longum
OTU_35	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_65	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_158	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_41	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_277	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_204	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_46	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_84	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_97	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_189	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_21	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_192	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_132	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_54	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_70	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_117	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]		
OTU_263	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_55	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae		
OTU_212	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae		
OTU_264	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_265	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_33	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_134	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_47	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	callidus
OTU_147	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
OTU_240	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_206	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_159	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	
OTU_232	Bacteria						
OTU_195	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_198	Bacteria	TM7	TM7-3				
OTU_32	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	bromii
OTU_86	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_188	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_67	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
OTU_99	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_260	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_252	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Eggerthella	lenta
OTU_234	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_179	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae		
OTU_127	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
OTU_17	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_156	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
OTU_122	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_193	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_119	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_261	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_257	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
OTU_113	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_29	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_161	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_216	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
OTU_28	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium	
OTU_197	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_57	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	formicigenerans
OTU_64	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
OTU_256	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_105	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		
OTU_11	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
OTU_225	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	
OTU_231	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_182	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_59	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_102	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_53	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]		
OTU_276	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_111	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_205	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_221	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU_278	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_73	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_125	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_196	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae		
OTU_251	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
OTU_239	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_124	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	
OTU_281	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae		
OTU_69	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_43	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_157	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_290	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_144	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	
OTU_233	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_244	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_155	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_237	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_131	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_272	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae		
OTU_66	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_8	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	
OTU_121	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	
OTU_220	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	
OTU_151	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_118	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_274	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_109	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	
OTU_61	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_250	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_89	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU_14	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	obeum
OTU_22	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_248	Bacteria	Firmicutes	Bacilli	Lactobacillales			
OTU_253	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
