OTU	Kingdom	Phylum	Class	Order	Family	Genus	Specie
OTU_2316	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_645	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_1549	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia	
OTU_2197	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_174	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_250	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]	[Prevotella]	
OTU_2155	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	
OTU_2130	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae		
OTU_1935	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
OTU_629	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_2301	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae		
OTU_1250	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_932	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_1497	Bacteria	Tenericutes	RF3	ML615J-28			
OTU_572	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_1963	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae		
OTU_920	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_1701	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_1242	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae		
OTU_501	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_2259	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_1005	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_99	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
OTU_340	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_898	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	[Eubacterium]	dolichum
OTU_2084	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
OTU_1061	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		
OTU_1506	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]	
OTU_940	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
OTU_1398	Bacteria	Proteobacteria	Alphaproteobacteria	RF32			
OTU_94	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	garvieae
OTU_1869	Bacteria	Cyanobacteria	Chloroplast	Streptophyta			
OTU_1578	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_1294	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
OTU_1124	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		
OTU_1609	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	
OTU_1284	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_827	Bacteria	TM7	TM7-3				
OTU_513	Bacteria	Cyanobacteria	4C0d-2	YS2			
OTU_2326	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	
OTU_190	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_1562	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		
OTU_589	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU_226	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Parvimonas	
OTU_312	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	
OTU_537	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]	Paraprevotella	
OTU_1928	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_694	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_2104	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae		
OTU_1966	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
OTU_172	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	
OTU_952	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU_2257	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU_465	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
OTU_2204	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae		
OTU_1601	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	
OTU_1405	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae		
OTU_1468	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	acnes
OTU_413	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_2335	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_1870	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Kaistobacter	
OTU_251	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		
OTU_1185	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		
OTU_1235	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		
OTU_62	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	
OTU_2100	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae		
OTU_638	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	[Weeksellaceae]		
OTU_696	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	rhizosphaerae
OTU_209	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	
OTU_244	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
OTU_547	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		
OTU_1917	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_1664	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Gallicola	
OTU_525	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_2251	Bacteria	Cyanobacteria	Chloroplast	Streptophyta			
OTU_2279	Bacteria	Cyanobacteria	Chloroplast	Streptophyta			
OTU_1476	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae		
OTU_57	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_1503	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_526	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU_2020	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatustiera	
OTU_1451	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	
OTU_1186	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae		
OTU_1487	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	
OTU_732	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU_2056	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_1384	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_2032	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae		
OTU_2116	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_1642	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]		
OTU_792	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_292	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	
OTU_1713	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	
OTU_2106	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	
OTU_2356	Bacteria	Proteobacteria	Betaproteobacteria	SC-I-84			
OTU_2380	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_680	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]		
OTU_586	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]		
OTU_1037	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	
OTU_917	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_1184	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_1251	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_2368	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_150	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_1402	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_1981	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	
OTU_591	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	
OTU_2206	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	
OTU_1023	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_1467	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	
OTU_40	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_585	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_1401	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_1910	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_1300	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]	[Prevotella]	
OTU_397	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_541	Bacteria	Cyanobacteria	4C0d-2	YS2			
OTU_1913	Bacteria	Cyanobacteria	4C0d-2	YS2			
OTU_1004	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Janibacter	
OTU_1150	Bacteria	TM7	TM7-3	CW040			
OTU_13	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_2054	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae		
OTU_1714	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolinaceae	SHD-231	
OTU_837	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	
OTU_816	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae		
OTU_1290	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
OTU_170	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_1325	Bacteria	TM7	TM7-3	CW040	F16		
OTU_318	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_611	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	
OTU_987	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_752	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_1673	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_498	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_369	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	
OTU_784	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_1795	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	
OTU_1507	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter	
OTU_1426	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_2360	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii
OTU_763	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_881	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_133	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
OTU_1704	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Peptoniphilus	
OTU_438	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	
OTU_782	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_273	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_1042	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_1633	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_1745	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
OTU_1021	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	Dehalobacterium	
OTU_1631	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_1027	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_801	Bacteria	Cyanobacteria	4C0d-2	YS2			
OTU_63	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	adolescentis
OTU_329	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]		
OTU_2382	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_676	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	
OTU_2354	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_1992	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_878	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	
OTU_1072	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_2183	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_1171	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_1514	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	
OTU_1137	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	
OTU_1442	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Phascolarctobacterium	
OTU_951	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_1924	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae		
OTU_1394	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_1439	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae		
OTU_718	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_199	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	
OTU_755	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_1314	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_1634	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_639	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_609	Bacteria	Synergistetes	Synergistia	Synergistales	Dethiosulfovibrionaceae	TG5	
OTU_820	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae		
OTU_1640	Bacteria	Elusimicrobia	Elusimicrobia	IIb			
OTU_1490	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae		
OTU_2202	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_2129	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_2355	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_2128	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_1748	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae		
OTU_343	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]	Mogibacterium	
OTU_786	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae		
OTU_960	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_82	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Phascolarctobacterium	
OTU_1762	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium	
OTU_1268	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_372	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	K82	
OTU_567	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae		
OTU_117	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	somerae
