OTU	Kingdom	Phylum	Class	Order	Family	Genus	Specie
OTU_81	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_234	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] xylanophilum group	
OTU_236	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_101	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	
OTU_151	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_465	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	
OTU_460	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_18	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_159	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_98	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_303	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_223	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_47	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_298	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	
OTU_205	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_189	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
OTU_393	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
OTU_214	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_122	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	
OTU_17	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	
OTU_73	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	
OTU_300	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_87	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_168	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_316	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_411	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_24	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_77	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_372	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_450	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_481	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_120	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		uncultured Clostridiales bacterium
OTU_340	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
OTU_107	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	
OTU_251	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_338	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_262	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	uncultured Firmicutes bacterium		
OTU_383	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_197	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_63	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] xylanophilum group	
OTU_14	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_408	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_218	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	
OTU_130	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_368	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	
OTU_349	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_429	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_468	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_173	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_398	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	
OTU_260	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_165	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella 3	
OTU_514	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_78	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
OTU_156	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_169	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured Streptococcus sp.
OTU_407	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	uncultured Clostridiales bacterium
OTU_396	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_415	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_294	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_306	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_490	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_86	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_90	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_134	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	
OTU_198	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
OTU_335	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_123	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-001	
OTU_175	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	
OTU_312	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_36	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_389	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_192	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	
OTU_222	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	
OTU_84	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_49	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	ASF356	uncultured Clostridiales bacterium
OTU_323	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_466	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	
OTU_297	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	
OTU_116	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	metagenome
OTU_248	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	metagenome
OTU_318	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	metagenome
OTU_424	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	metagenome
OTU_447	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	metagenome
OTU_475	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	metagenome
OTU_489	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	metagenome
OTU_80	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales			
OTU_285	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	
OTU_10	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	
OTU_5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	
OTU_97	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_252	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] xylanophilum group	
OTU_31	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_179	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		
OTU_188	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_209	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	
OTU_93	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_388	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_395	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_278	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	
OTU_365	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_386	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_448	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_283	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_239	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	
OTU_202	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_477	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-001	
OTU_288	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU_310	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
OTU_59	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	Mucispirillum schaedleri ASF457
OTU_413	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	
OTU_331	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
OTU_162	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] xylanophilum group	
OTU_82	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_243	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	
OTU_455	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	
OTU_452	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_391	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_89	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_184	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_246	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_147	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	
OTU_257	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	
OTU_148	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_302	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_42	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_160	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_108	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_41	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	ASF356	
OTU_438	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_138	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	
OTU_167	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] xylanophilum group	
OTU_392	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] xylanophilum group	
OTU_203	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_46	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	
OTU_67	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_499	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_426	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	
OTU_187	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	
OTU_149	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	
OTU_351	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_163	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp. G3(2012)
OTU_224	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	
OTU_498	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_142	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_339	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
OTU_38	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_332	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	ASF356	
OTU_238	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
OTU_19	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caecimuris
OTU_215	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-010	
OTU_501	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polaromonas	metagenome
OTU_264	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_269	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
OTU_421	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
OTU_45	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_394	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_418	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39			
OTU_228	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_52	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_139	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_233	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] xylanophilum group	
OTU_7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_277	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_311	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_204	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	uncultured Clostridiales bacterium
OTU_527	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_403	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_363	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_307	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_354	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	
OTU_216	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	
OTU_325	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	
OTU_69	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_51	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_28	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-006	
OTU_62	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_249	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_305	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_112	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU_520	Eukaryota	Charophyta	Tracheophyta	Spermatophyta	Magnoliophyta		
OTU_83	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella 3	
OTU_66	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
OTU_60	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_443	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
OTU_106	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_348	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39			
OTU_376	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	
OTU_326	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	
OTU_79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_135	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 6	
OTU_44	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_273	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_435	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	
OTU_370	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-006	
OTU_367	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
OTU_329	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_210	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII UCG-001	
OTU_385	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_330	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	
OTU_461	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_12	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_276	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_211	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_180	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	
OTU_76	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	
OTU_11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales			
OTU_39	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae		
OTU_287	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_432	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_417	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
OTU_131	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_50	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_362	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	
OTU_125	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
