OTU	Kingdom	Phylum	Class	Order	Family	Genus	Specie
OTU_203	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_301	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_111	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_139	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_60	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_25	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_196	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_458	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_239	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_259	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_160	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_47	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_457	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_185	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_86	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_265	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	
OTU_236	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_215	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_170	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_285	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_507	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_217	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_399	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_59	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	schaedleri
OTU_413	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	
OTU_88	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_361	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
OTU_153	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_310	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_397	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_38	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_123	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_12	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_276	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_120	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_29	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_430	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_127	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]	gnavus
OTU_371	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_256	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_69	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]	gnavus
OTU_214	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_509	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_385	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_119	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_250	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
OTU_5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Odoribacteraceae]	Odoribacter	
OTU_135	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_438	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_103	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_354	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_240	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_490	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_456	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_228	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_134	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_68	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_84	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_340	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_218	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_307	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_197	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_54	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_229	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_18	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_363	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_520	Bacteria	Firmicutes	Erysipelotrichi				
OTU_190	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_454	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_40	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
OTU_155	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_464	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_147	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_106	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_148	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_302	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_112	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	reuteri
OTU_461	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_58	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_138	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_46	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
OTU_477	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_55	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatushromitus	
OTU_491	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_205	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_435	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_364	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_57	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_272	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae		
OTU_61	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_455	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	
OTU_472	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_4	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_166	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_423	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_465	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae		
OTU_370	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]	gnavus
OTU_207	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_208	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae		
OTU_110	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_431	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_129	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_440	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_20	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_521	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_293	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_459	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_476	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_73	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_273	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_505	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales			
OTU_50	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_269	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_394	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_28	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_213	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_3	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter	
OTU_350	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae		
OTU_156	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_514	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_200	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_91	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_251	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_209	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_333	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_295	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_444	Bacteria	Cyanobacteria	Chloroplast	Streptophyta			
OTU_516	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_242	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_356	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_37	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]	gnavus
OTU_199	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_372	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_341	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_445	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_221	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_115	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_406	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	
OTU_498	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_282	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]	gnavus
OTU_122	Bacteria	TM7	TM7-3	CW040	F16		
OTU_515	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_211	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_473	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_220	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU_336	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		
OTU_330	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_222	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_67	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_499	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae		
OTU_346	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_418	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_268	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_107	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	
OTU_64	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_381	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_27	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_384	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_146	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_288	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]	gnavus
OTU_23	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_82	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_182	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_321	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_243	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	
OTU_366	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
OTU_24	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_261	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_420	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_49	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_299	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_13	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	
OTU_311	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_109	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae		
OTU_486	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_314	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_379	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_36	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_389	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_300	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_266	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]		
OTU_142	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_165	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_497	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_171	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_83	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_373	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_432	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_48	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_136	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_206	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_246	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_164	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_75	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_161	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_94	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_108	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_390	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_104	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_409	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_437	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_43	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_278	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_258	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_189	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_320	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_339	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_193	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_10	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_362	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_527	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_56	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_39	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_51	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_151	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_286	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_31	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_249	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_353	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_30	Bacteria	Cyanobacteria	4C0d-2	YS2			
OTU_252	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_335	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_76	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_305	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_417	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_403	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_244	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_42	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_169	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU_238	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_227	Bacteria	Tenericutes	Mollicutes	RF39			
OTU_264	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_439	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_101	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	
OTU_89	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_184	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_421	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_512	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	
OTU_237	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_192	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_279	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
OTU_224	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_324	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_480	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_132	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_80	Bacteria	Cyanobacteria	4C0d-2	YS2			
OTU_187	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
OTU_255	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_204	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	
OTU_270	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_267	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_172	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_195	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_416	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_342	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_133	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	
OTU_442	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_462	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_74	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_528	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7		
OTU_176	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_275	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU_157	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_191	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	
OTU_393	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
